TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;19.173.026,13;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;120.311.988,67;3,46;0,31;-46,75;12.391.135.396,59
LAND3;25,51;;65,22;3,56;2,46;93,15;72,19;36,47;32,94;33,60;0,65;0,07;23,78;268,75;-2,71;1,11;5,46;3,77;6,86;0,69;0,31;0,10;;;1.058.489,00;7,23;0,40;18,26;2.463.410.227,20
LAVV3;4,89;13,88;5,74;0,82;0,58;41,64;28,98;29,17;5,78;3,15;-2,63;-0,37;1,67;1,31;-1,67;3,17;14,22;10,15;12,75;0,71;0,29;0,35;;;5.719.983,42;6,00;0,85;0,06;1.011.809.484,72
LCAM3;26,07;1,76;13,31;2,71;0,72;40,95;29,05;15,40;7,06;10,91;3,86;1,48;2,05;33,21;-0,93;1,11;20,37;5,42;9,83;0,27;0,73;0,35;53,89;103,27;74.270.432,92;9,68;1,97;0,08;13.288.012.215,32
LEVE3;24,57;3,75;5,58;1,85;1,07;27,50;19,99;15,68;4,37;4,25;-0,12;-0,05;0,87;4,17;-2,36;1,90;33,13;19,27;29,02;0,58;0,42;1,23;11,02;87,20;8.377.607,73;13,33;4,42;0,02;3.114.047.295,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;9,99;4,47;9,24;0,42;0,13;16,25;7,67;2,67;3,22;9,81;6,59;0,86;0,25;1,40;-0,19;1,39;4,56;1,41;2,81;0,31;0,69;0,53;9,08;;28.035.918,27;23,44;1,07;-0,22;3.744.181.006,20
LINX3;37,40;1,51;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;105.252.650,44;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;68,80;2,94;36,72;3,81;3,22;;;;39,07;35,36;-3,71;-0,36;;14,94;-4,81;2,89;10,37;8,78;9,71;0,85;0,15;0,00;;-9,09;28.188,31;18,08;1,87;-0,72;840.013.074,60
LJQQ3;10,69;1,33;29,10;3,67;0,74;39,04;8,06;3,35;12,11;11,65;-0,45;-0,14;0,98;2,85;-2,28;1,62;12,60;2,53;17,29;0,20;0,80;0,76;;;30.453.302,92;2,89;0,36;54,70;2.005.878.780,99
LLIS3;1,84;;-0,15;-0,24;0,08;52,20;-77,35;-91,83;-0,18;-2,67;-2,49;;0,14;5,52;-0,12;1,05;-152,41;-52,86;-59,06;-0,35;1,35;0,58;-4,90;;765.546,04;-7,66;-11,68;0,00;127.374.033,65
LOGG3;27,80;3,11;7,73;0,85;0,55;98,55;276,97;247,01;6,89;9,46;2,56;0,32;19,08;10,81;-0,65;1,52;11,04;7,15;8,17;0,65;0,35;0,03;9,07;59,58;12.455.966,04;32,70;3,61;0,05;2.841.046.072,74
LOGN3;28,51;;30,77;6,59;1,23;20,75;17,65;6,98;12,17;15,78;3,60;1,95;2,15;6,31;-2,04;1,97;21,41;4,00;12,56;0,19;0,81;0,57;11,96;0,71;8.752.964,27;4,30;0,92;0,05;3.012.239.185,92
LPSB3;4,59;;15,37;3,54;1,56;82,43;19,75;19,67;15,30;12,79;-2,55;-0,59;3,02;9,70;-2,46;1,79;23,00;10,16;19,45;0,44;0,56;0,52;8,40;;5.921.091,73;1,29;0,30;-0,02;678.751.302,60
LREN3;27,10;1,99;42,18;2,72;1,25;58,39;7,70;5,99;32,81;29,76;-3,05;-0,25;2,53;4,43;-3,60;1,76;6,46;2,96;6,08;0,46;0,54;0,49;10,38;0,26;410.489.050,08;9,92;0,64;-1,00;26.746.493.021,95
LTEL3B;86,61;6,41;9,61;6,03;6,01;;;;9,63;9,63;0,00;0,00;;4.011,19;-6,04;1,48;62,72;62,52;62,62;1,00;0,00;0,00;;-5,93;;14,36;9,01;0,02;18.664.056.853,83
LUPA3;5,01;;-3,61;1,03;0,30;26,98;-52,42;-44,19;-3,04;-5,28;-2,24;0,76;1,59;1,02;-0,55;2,71;-28,50;-8,22;-18,14;0,29;0,71;0,19;-7,55;;5.872.472,96;4,97;-1,42;0,01;147.165.021,36
LUXM3;0,00;;0,00;0,00;0,00;31,59;18,05;10,96;0,00;10,37;0,10;0,03;0,00;0,00;0,00;0,96;14,75;9,21;13,85;0,62;0,38;0,84;7,08;9,86;;18,77;2,77;0,00;243.287.100,00
LUXM4;83,95;1,91;30,32;4,47;2,79;31,59;18,05;10,96;18,41;10,37;0,10;0,03;3,32;-345,65;-3,46;0,96;14,75;9,21;13,85;0,62;0,38;0,84;7,08;9,86;140.536,92;18,77;2,77;0,43;243.287.100,00
LVTC3;15,65;;14,11;1,62;0,69;27,65;12,61;6,79;7,60;7,34;-0,29;-0,06;0,96;3,42;-1,70;1,51;11,51;4,86;17,90;0,42;0,58;0,71;;;5.013.786,92;9,73;1,12;5,33;1.018.443.242,25
LWSA3;9,04;;-341,43;1,83;1,18;45,55;0,00;-1,97;;;;-0,50;6,72;3,65;-2,22;3,18;-0,54;-0,34;;0,64;0,36;0,17;23,75;;137.764.427,23;4,97;-0,03;1,90;5.341.738.680,40
MAPT3;37,00;;-191,01;-5,74;43,98;;;;-192,09;-146,82;0,00;;;-8.499,78;-43,98;0,00;-3,00;-23,03;2,99;-7,66;8,66;0,00;;;14.800,00;-6,45;-0,19;-40,59;25.987.525,00
MAPT4;19,75;;-101,96;-3,06;23,48;;;;-102,53;-146,82;0,00;;;-4.537,04;-23,48;0,00;-3,00;-23,03;2,99;-7,66;8,66;0,00;;;8.172,25;-6,45;-0,19;-21,67;25.987.525,00
MATD3;15,08;;39,60;3,45;1,42;39,51;23,65;14,34;24,00;23,25;-0,69;-0,10;5,68;4,14;-2,48;5,05;8,72;3,59;6,03;0,41;0,59;0,25;;;9.785.101,92;4,40;0,38;;5.807.589.980,99
MBLY3;5,62;;-7,08;0,94;0,60;39,79;-10,76;-11,76;-7,74;-6,72;1,04;-0,13;0,83;1,25;-1,81;3,58;-13,23;-8,49;-9,33;0,64;0,36;0,72;;;4.311.624,00;6,02;-0,80;-0,06;605.927.553,76
MDIA3;24,99;7,98;16,80;1,21;0,80;28,18;5,08;6,46;21,38;21,87;0,49;0,03;1,09;2,72;-1,37;3,34;7,18;4,74;3,06;0,66;0,34;0,73;7,96;-8,43;44.998.252,50;20,74;1,49;-0,50;8.569.920.000,00
MDNE3;6,89;;7,36;0,57;0,23;36,43;10,04;13,39;9,81;8,85;-0,96;-0,06;0,99;1,08;-0,42;1,85;7,74;3,08;4,04;0,40;0,60;0,23;0,55;;1.504.002,46;12,62;0,98;-0,04;594.365.625,00
MEAL3;2,96;;-10,54;0,75;0,29;31,78;-0,17;-4,34;-262,27;-348,22;-85,06;0,24;0,46;5,08;-0,37;1,34;-7,14;-2,73;-0,40;0,38;0,62;0,63;3,75;;5.260.944,85;3,93;-0,28;0,13;847.653.808,80
MEGA3;11,63;;;1,50;0,54;;;;;;;1,15;;-931,17;-0,63;1,00;0,00;0,00;;0,36;0,64;0,00;;;27.798.515,85;7,76;0,00;;6.517.041.776,34
MELK3;4,17;6,75;10,53;0,73;0,45;23,97;7,89;10,75;14,34;7,93;-6,37;-0,32;1,13;0,85;-3,34;2,54;6,92;4,25;3,91;0,61;0,39;0,40;;;1.568.123,73;5,77;0,40;0,11;879.710.312,43
MERC3;25,00;;34,08;1,75;1,50;78,11;16,84;27,29;55,23;40,25;;;9,30;6,05;-2,21;4,47;5,14;4,41;;0,86;0,14;0,16;-28,34;83,50;7.560,00;14,28;0,73;0,67;328.095.214,00
MERC4;9,40;5,10;12,82;0,66;0,56;78,11;16,84;27,29;20,77;40,25;;;3,50;2,27;-0,83;4,47;5,14;4,41;;0,86;0,14;0,16;-28,34;83,50;49.193,84;14,28;0,73;0,25;328.095.214,00
MGEL3;19,13;;0,74;-0,44;0,19;15,15;22,38;17,30;0,57;4,08;3,54;;0,13;0,57;-0,42;2,46;-59,44;25,30;31,05;-0,43;1,43;1,46;15,08;146,40;;-43,44;25,82;0,00;105.653.447,10
MGEL4;17,79;;0,69;-0,41;0,17;15,15;22,38;17,30;0,53;4,08;3,54;;0,12;0,53;-0,39;2,46;-59,44;25,30;31,05;-0,43;1,43;1,46;15,08;146,40;38.974,88;-43,44;25,82;0,00;105.653.447,10
MGLU3;6,58;0,24;75,18;3,94;1,16;24,06;1,33;1,67;94,36;100,04;5,67;0,24;1,26;4,80;-3,20;1,61;5,25;1,54;-1,87;0,29;0,71;0,92;29,98;46,82;812.585.308,00;1,67;0,09;1,48;44.677.895.733,76
MILS3;7,67;2,45;18,34;1,72;1,30;54,60;19,88;13,88;12,81;12,68;-0,09;-0,01;2,55;6,37;-1,93;2,61;9,38;7,07;8,33;0,75;0,25;0,51;13,23;;9.903.066,65;4,44;0,42;-0,01;1.874.301.732,72
MLAS3;5,75;;6,07;1,17;0,70;27,99;16,06;15,98;6,04;5,58;-0,47;-0,09;0,97;1,29;-4,82;2,79;19,33;11,60;15,44;0,60;0,40;0,73;;;14.144.516,88;4,89;0,94;0,08;4.726.305.936,00
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;6.294.058,38;-129,88;-6,46;0,03;90.834.562,00
MNDL3;27,30;;-0,12;-0,09;0,05;36,60;13,82;-82,86;0,71;3,79;3,08;;0,10;-0,06;-0,08;0,26;-79,09;-45,88;-19,05;-0,58;1,58;0,55;10,41;;90.860,91;-291,91;-230,88;0,00;67.735.900,60
MNPR3;8,70;;1,52;-0,15;0,19;25,05;17,37;10,57;0,92;0,92;-0,01;;0,16;-0,13;-0,37;0,25;-9,81;12,65;-13,57;-1,29;2,29;1,20;10,24;;143.078,35;-48,47;4,76;0,01;54.812.772,00
MOAR3;432,00;10,70;9,32;5,97;2,56;14,31;34.485,49;40.093,76;10,84;11,12;0,29;0,16;3.737,66;8,78;-4,26;3,69;64,06;27,42;25,46;0,43;0,57;0,00;-16,12;22,87;231.411,67;75,36;48,27;0,00;5.292.527.472,00
MODL11;10,78;2,56;22,51;2,00;0,37;83,52;23,85;12,70;11,99;12,00;;;2,86;;-0,54;;8,90;1,63;;0,18;0,82;0,13;;;5.219.801,81;5,43;0,48;0,07;2.544.509.333,33
MODL3;4,25;2,15;26,90;2,39;0,44;83,52;23,85;12,70;14,32;12,00;;;3,42;;-0,64;;8,90;1,63;;0,18;0,82;0,13;;;55.875,92;1,81;0,16;0,08;2.544.509.333,33
MODL4;3,30;2,81;20,57;1,83;0,34;83,52;23,85;12,70;10,95;12,00;;;2,61;;-0,49;;8,90;1,63;;0,18;0,82;0,13;;;92.332,12;1,81;0,16;0,06;2.544.509.333,33
MOSI3;8,24;0,01;32,29;1,56;1,46;89,47;6,23;14,75;76,45;36,94;-39,51;-0,81;4,76;1,91;-8,40;13,23;4,84;4,52;0,25;0,93;0,07;0,31;;;6.097.270,00;5,27;0,26;;1.043.149.227,20
MOVI3;17,10;3,06;7,55;1,88;0,28;44,75;31,26;15,37;3,71;7,90;4,19;2,12;1,16;1,15;-0,49;2,44;24,95;3,77;7,23;0,15;0,85;0,25;23,01;83,21;41.146.684,19;9,07;2,26;0,01;6.213.480.774,90
MRFG3;21,27;13,40;3,39;2,64;0,31;20,14;14,77;5,08;1,17;2,96;1,79;4,05;0,17;5,97;-0,52;1,14;77,93;9,05;28,34;0,12;0,88;1,78;35,31;;121.247.528,73;8,06;6,28;0,11;14.691.610.651,25
MRSA3B;38,70;0,74;18,81;2,71;0,98;34,24;31,83;15,80;9,34;10,81;1,76;0,51;2,97;46,78;-1,22;1,12;14,43;5,21;11,59;0,36;0,64;0,33;6,19;10,87;13.499,00;14,26;2,06;0,30;12.748.498.254,90
MRSA5B;33,00;0,96;16,04;2,31;0,84;34,24;31,83;15,80;7,96;10,81;1,76;0,51;2,53;39,89;-1,04;1,12;14,43;5,21;11,59;0,36;0,64;0,33;6,19;10,87;3.300,00;14,26;2,06;0,26;12.748.498.254,90
MRSA6B;36,00;0,88;17,50;2,53;0,91;34,24;31,83;15,80;8,69;10,81;1,76;0,51;2,76;43,51;-1,14;1,12;14,43;5,21;11,59;0,36;0,64;0,33;6,19;10,87;3.600,00;14,26;2,06;0,28;12.748.498.254,90
MRVE3;12,05;3,58;7,26;0,89;0,29;25,86;16,03;11,31;5,12;8,88;3,75;0,65;0,82;1,06;-0,54;2,40;12,20;3,98;7,30;0,33;0,67;0,35;10,87;7,64;91.404.478,04;13,66;1,67;0,16;5.818.122.779,56
MSPA3;50,01;;-9,85;0,39;0,22;25,55;-20,97;-22,55;-10,60;-13,13;-2,62;0,10;2,22;5,41;-0,24;1,80;-3,95;-2,24;-3,54;0,57;0,43;0,10;-22,81;;12.300,50;128,57;-5,08;0,24;317.983.252,45
MSPA4;47,00;;-9,26;0,37;0,21;25,55;-20,97;-22,55;-9,96;-13,13;-2,62;0,10;2,09;5,09;-0,23;1,80;-3,95;-2,24;-3,54;0,57;0,43;0,10;-22,81;;9.299,50;128,57;-5,08;0,23;317.983.252,45
MSRO3;702,50;;2.451,62;314,05;67,02;50,13;32,16;8,00;610,04;615,29;5,26;2,71;196,17;-215,77;-81,93;0,37;12,81;2,73;10,47;0,21;0,79;0,34;9,20;-10,29;;2,24;0,29;4,11;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;7,93;0,02;-5,51;0,00;4.865,93;4.416,90;;0,00;0,00;0,00;0,58;-10,94;-4,80;-9,87;-0,44;1,44;0,87;0,14;;;-154,92;-16,95;0,00;7.562.112,00
MTIG4;47,00;;-2,77;-0,30;0,13;7,93;0,02;-5,51;673,54;4.865,93;4.416,90;;0,15;-0,34;-0,29;0,58;-10,94;-4,80;-9,87;-0,44;1,44;0,87;0,14;;11.074,83;-154,92;-16,95;0,02;7.562.112,00
MTRE3;6,00;11,07;26,14;0,64;0,40;34,10;7,05;4,24;15,70;12,05;-3,62;-0,15;1,11;0,75;-1,72;3,27;2,44;1,53;2,63;0,63;0,37;0,36;57,62;123,00;3.305.874,92;9,41;0,23;-0,53;655.803.884,00
MTSA3;63,86;3,69;10,97;1,85;1,25;27,99;13,13;9,14;7,64;6,07;0,04;0,01;1,00;2,60;-5,74;2,58;16,84;11,37;13,82;0,68;0,32;1,24;21,69;31,68;9.450,00;34,57;5,82;-1,56;456.152.019,80
MTSA4;38,90;6,65;6,68;1,13;0,76;27,99;13,13;9,14;4,65;6,07;0,04;0,01;0,61;1,59;-3,50;2,58;16,84;11,37;13,82;0,68;0,32;1,24;21,69;31,68;52.196,16;34,57;5,82;-0,95;456.152.019,80
MULT3;24,84;1,99;33,19;2,36;1,41;78,94;47,46;35,17;24,59;28,24;3,67;0,35;11,67;31,53;-1,65;1,45;7,12;4,25;6,04;0,60;0,40;0,12;3,03;7,75;141.217.211,46;10,59;0,75;-0,63;14.958.945.787,50
MWET3;18,25;;0,29;-0,76;0,17;15,85;7,54;53,17;2,04;4,83;3,01;;0,15;-4,36;-0,27;0,91;-261,35;57,99;235,20;-0,22;1,22;1,09;14,95;;3.650,00;-24,14;63,08;0,00;25.292.856,87
MWET4;15,11;;0,24;-0,64;0,14;15,85;7,54;53,17;1,71;4,83;3,01;;0,13;-3,66;-0,22;0,91;-261,35;57,99;235,20;-0,22;1,22;1,09;14,95;;58.419,21;-24,14;63,08;0,00;25.292.856,87
MYPK3;11,99;11,61;3,46;0,42;0,13;12,45;9,36;3,92;1,45;4,92;3,47;1,01;0,14;1,11;-0,24;1,33;12,21;3,70;9,58;0,30;0,70;0,94;14,96;90,29;23.919.557,46;28,61;3,49;-0,02;1.853.858.388,06
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;49,68;44,37;5,73;0,00;3,22;3,22;3,84;0,00;0,00;0,00;2,95;15,43;1,97;18,96;0,13;0,87;0,34;32,90;34,08;;88,08;13,59;0,00;0,00
NEMO5;52,97;2,40;3,90;0,60;0,08;49,68;44,37;5,73;0,50;3,22;3,22;3,84;0,22;0,41;-0,11;2,95;15,43;1,97;18,96;0,13;0,87;0,34;32,90;34,08;;88,08;13,59;-0,02;0,00
NEMO6;0,00;;0,00;0,00;0,00;49,68;44,37;5,73;0,00;3,22;3,22;3,84;0,00;0,00;0,00;2,95;15,43;1,97;18,96;0,13;0,87;0,34;32,90;34,08;;88,08;13,59;0,00;0,00
NEOE3;16,85;2,59;5,23;0,85;0,24;25,26;18,24;9,09;2,61;6,80;4,19;1,36;0,48;11,16;-0,32;1,09;16,19;4,57;10,10;0,28;0,72;0,50;23,82;66,92;24.941.091,62;19,97;3,23;0,13;20.561.725.381,12
NGRD3;2,62;0,47;42,96;1,34;0,82;66,53;10,37;5,95;24,66;16,08;-8,67;-0,47;2,56;2,53;-1,60;2,94;3,12;1,90;2,97;0,61;0,39;0,32;;;3.834.018,62;1,96;0,06;2,36;620.522.058,00
NINJ3;3,97;;-4,85;0,69;0,65;91,83;-83,43;-65,67;-3,82;1,82;5,63;-1,02;3,19;0,71;-36,22;15,13;-14,30;-13,37;-18,17;0,94;0,06;0,20;;;1.338.356,73;5,71;-0,82;0,00;202.405.190,39
NORD3;9,88;;-8,52;-0,44;3,70;90,73;-38,84;-386,85;-84,85;-133,93;-49,08;;32,96;-1,42;-4,04;0,03;-5,20;-43,48;0,70;-8,36;9,36;0,11;;;7.198,77;-22,30;-1,16;-0,01;65.420.281,68
NRTQ3;0,00;;0,00;0,00;0,00;29,39;17,02;13,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,08;19,53;13,41;17,04;0,69;0,31;0,97;13,67;18,27;;15,50;3,03;0,00;0,00
NTCO3;25,47;;34,57;1,27;0,60;65,11;2,78;2,61;32,40;38,41;6,02;0,24;0,90;9,65;-0,84;1,27;3,67;1,73;0,17;0,47;0,53;0,66;38,39;28,71;353.428.803,27;20,70;0,76;-0,13;35.652.405.501,20
NUTR3;250,00;;4,78;1,39;0,39;15,98;9,26;5,21;2,69;3,63;0,94;0,49;0,25;1,13;-1,06;2,24;29,15;8,22;27,86;0,28;0,72;1,58;33,43;;25.000,00;179,41;52,30;0,05;31.986.000,00
ODER4;857,15;0,10;100,68;26,99;11,63;31,91;21,50;14,56;68,19;69,59;1,40;0,55;14,66;42,81;-41,40;1,61;26,81;11,55;17,55;0,43;0,57;0,79;11,24;16,77;;31,76;8,51;-5,27;9.674.742.907,90
ODPV3;11,25;4,94;16,81;5,70;3,31;60,30;27,57;20,64;12,59;11,94;-0,65;-0,30;3,47;-687,07;-4,73;0,98;33,92;19,67;30,51;0,58;0,42;0,95;6,18;11,98;14.507.971,92;1,97;0,67;3,16;6.355.447.677,54
OFSA3;24,45;1,92;11,68;2,07;1,05;49,41;15,59;12,59;9,43;11,00;1,57;0,34;1,47;2,75;-2,88;2,97;17,77;8,97;12,64;0,51;0,43;0,71;14,66;;242.267,62;11,89;2,11;0,43;1.313.658.296,10
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;0,83;;-1,04;5,29;0,07;26,16;-101,51;-268,61;-2,76;-16,61;-13,83;26,49;2,80;0,25;-0,19;1,97;-506,67;-7,12;-17,09;0,01;0,99;0,03;-19,43;;53.606.458,50;0,16;-0,81;0,02;5.576.734.707,98
OIBR4;1,44;;-1,79;9,08;0,13;26,16;-101,51;-268,61;-4,74;-16,61;-13,83;26,49;4,81;0,42;-0,33;1,97;-506,67;-7,12;-17,09;0,01;0,99;0,03;-19,43;;1.174.620,50;0,16;-0,81;0,03;5.576.734.707,98
OMGE3;27,57;;18,04;1,32;0,52;34,06;67,54;17,30;4,62;8,67;4,06;1,16;3,12;8,00;-0,60;1,87;7,31;2,88;10,02;0,39;0,61;0,17;55,45;99,31;49.236.324,19;20,91;1,53;0,03;5.521.562.588,85
ONCO3;9,88;;-106,15;2,16;0,83;32,15;6,56;-1,74;28,09;30,49;2,35;0,18;1,84;2,96;-1,57;2,41;-2,03;-0,78;1,95;0,38;0,62;0,45;;;8.042.027,96;4,65;-0,09;1,51;4.948.623.652,77
OPCT3;2,65;;-11,06;0,58;0,21;17,79;3,53;-5,37;16,83;39,97;23,13;0,80;0,59;1,16;-0,32;2,20;-5,28;-1,91;1,04;0,36;0,64;0,36;;;6.586.681,69;4,49;-0,24;-0,10;521.894.435,94
ORVR3;29,97;;-34,44;5,78;1,77;41,08;18,30;-14,24;26,81;33,79;6,94;1,50;4,91;5,16;-3,54;3,19;-16,79;-5,14;4,72;0,31;0,69;0,36;;;12.690.312,85;5,17;-0,87;0,07;2.133.559.104,80
OSXB3;6,76;;0,17;0,00;0,01;90,15;3.158,36;464,14;0,03;5,72;5,70;;0,81;-0,04;-0,01;0,02;-2,30;5,49;-90,90;-2,39;3,39;0,01;89,07;;106.486,81;-1.695,32;38,93;0,00;21.312.217,26
PARD3;18,64;1,77;11,41;2,79;1,06;31,01;18,08;10,75;6,79;6,97;0,18;0,07;1,23;71,94;-1,57;1,05;24,46;9,24;23,04;0,38;0,62;0,86;17,16;15,74;4.410.277,08;6,67;1,63;0,17;2.444.060.582,70
PATI3;68,00;3,49;5,55;1,90;0,82;17,97;15,58;10,99;3,91;4,26;0,36;0,17;0,61;1,36;-6,05;3,26;34,34;14,73;16,67;0,43;0,57;1,34;31,30;81,76;10.475,00;35,70;12,26;0,09;1.783.406.697,40
PATI4;64,21;3,69;5,24;1,80;0,77;17,97;15,58;10,99;3,70;4,26;0,36;0,17;0,58;1,29;-5,71;3,26;34,34;14,73;16,67;0,43;0,57;1,34;31,30;81,76;19.380,75;35,70;12,26;0,09;1.783.406.697,40
PCAR3;25,32;8,51;8,59;0,42;0,14;25,25;3,29;1,56;4,08;4,55;0,46;0,05;0,13;5,21;-0,22;1,08;4,90;1,62;4,31;0,33;0,67;1,04;4,35;;68.193.928,54;60,80;2,98;-0,14;6.912.686.400,22
PCAR4;72,11;;24,22;1,19;0,39;25,25;3,29;1,56;11,49;4,55;0,46;0,05;0,38;14,69;-0,62;1,08;4,90;1,62;4,31;0,33;0,67;1,04;4,35;;;60,80;2,98;-0,38;6.912.686.400,22
PDGR3;1,51;;-0,68;-0,02;0,07;19,23;-81,42;-29,39;-0,25;-3,15;-2,91;;0,20;-0,04;-0,32;0,34;-2,44;-9,98;8,85;-4,09;5,09;0,34;11,86;;2.140.202,46;-92,85;-2,27;0,01;85.322.854,64
PDTC3;5,02;;15,54;3,09;0,92;35,67;16,10;7,43;7,17;7,53;0,37;0,16;1,15;2,56;-3,85;1,90;19,91;5,94;19,72;0,30;0,70;0,80;225,48;-24,61;333.147,23;1,64;0,33;0,32;396.171.383,95
PEAB3;64,39;18,65;6,12;1,25;1,09;61,75;562,89;450,72;4,90;3,71;-1,52;-0,39;27,59;2,72;-1,91;16,04;20,42;17,82;17,81;0,87;0,13;0,04;-37,48;14,99;7.501,80;51,50;10,52;-0,09;881.850.327,75
PEAB4;72,86;18,13;6,93;1,41;1,23;61,75;562,89;450,72;5,55;3,71;-1,52;-0,39;31,22;3,08;-2,16;16,04;20,42;17,82;17,81;0,87;0,13;0,04;-37,48;14,99;17.748,00;51,50;10,52;-0,10;881.850.327,75
PETR3;34,73;16,24;4,26;1,17;0,47;48,52;46,58;23,56;2,15;3,35;1,26;0,68;1,00;13,62;-0,56;1,25;27,38;10,96;23,21;0,40;0,60;0,47;9,88;;672.748.938,31;29,87;8,18;0,00;439.701.708.456,20
PETR4;32,24;17,49;3,95;1,08;0,43;48,52;46,58;23,56;2,00;3,35;1,26;0,68;0,93;12,65;-0,52;1,25;27,38;10,96;23,21;0,40;0,60;0,47;9,88;;2.489.248.467,65;29,87;8,18;0,00;439.701.708.456,20
PETZ3;17,65;0,24;108,43;4,62;2,36;48,29;7,73;3,58;50,16;47,40;-2,85;-0,26;3,88;12,27;-3,90;1,95;4,27;2,18;7,17;0,51;0,49;0,61;;;161.041.898,23;3,83;0,16;3,80;8.159.339.059,30
PFRM3;4,45;6,07;7,06;0,37;0,14;14,15;2,04;1,22;4,22;7,05;2,83;0,25;0,09;0,64;-0,38;1,50;5,30;1,94;4,93;0,37;0,63;1,59;9,44;;546.367,58;11,92;0,63;0,14;549.728.712,12
PGMN3;9,22;;25,20;1,98;0,63;32,15;4,97;2,18;11,08;12,54;1,43;0,26;0,55;3,14;-1,35;1,60;7,87;2,50;11,13;0,32;0,68;1,15;6,32;31,57;11.349.558,73;4,71;0,37;1,91;4.087.223.581,02
PINE3;0,00;;0,00;0,00;0,00;16,63;-0,64;0,59;0,00;-17,40;;;0,00;0,00;0,00;0,58;0,76;0,04;;0,05;0,95;0,06;9,53;;;5,26;0,04;0,00;108.869.883,00
PINE4;1,50;;38,27;0,29;0,01;16,63;-0,64;0,59;-35,52;-17,40;;;0,23;-0,08;-0,02;0,58;0,76;0,04;;0,05;0,95;0,06;9,53;;572.125,27;5,26;0,04;-0,35;108.869.883,00
PLAS3;9,00;;-0,88;-0,35;0,17;7,56;-6,67;-19,95;-2,63;-7,09;-4,46;;0,18;-0,42;-0,26;0,44;-39,25;-19,76;35,02;-0,50;1,50;0,99;11,76;;11.937,15;-25,07;-9,84;-0,20;111.828.762,00
PLPL3;2,96;6,48;4,57;1,94;0,49;31,21;12,88;10,63;3,77;4,47;0,70;0,36;0,49;0,68;-4,96;4,78;42,58;10,65;18,94;0,25;0,75;1,00;;;3.277.833,92;1,55;0,66;2,09;598.470.080,00
PMAM3;8,95;;-0,49;-0,41;0,13;-0,14;-6,95;-16,99;-1,19;-10,93;-9,74;;0,08;-9,51;-0,20;0,96;-83,97;-26,12;-14,69;-0,31;1,31;1,54;0,55;;2.523.580,65;-21,98;-18,46;0,07;384.124.063,65
